,job_information,job_title
10,"ednesday, February 26, 2020

Market Support Services analysts work across the organization to analyze changes to the New England energy markets, develop requirements for software systems to administer the markets, provide feedback on technical software designs, and perform software testing.

How You Will Make an Impact
Participate in discussions with internal stakeholders during formation and/or modification of Market Rules that affect the business processes of supported business groups.
Ensure quality software solutions are delivered by developing and reviewing business requirements and performing software testing.
Work with business units to understand stakeholder needs.
Complete development of calculation verification tools for Settlements software solutions.
Work with business groups to identify improvements to business processes.
Act as a liaison between business stakeholders and software development teams.
Provide business analysis on multiple projects of varying duration, size, and complexity
What we are looking for
Bachelor’s Degree in Mathematics, Electrical Engineering, Computer Science or Information Systems, Business Administration or other applicable discipline. Master’s Degree preferred for Senior Analyst and up
Strong Microsoft Excel skills with experience in building and\or updating macros using VBA
Knowledge of SQL and SAS
Strong communication and collaboration skills
Detail-oriented with strong organizations skills
Ability to work in a team and individually
Ability to uncover, understand and translate business needs into business requirements
Knowledge of Agile methodology, Scrum framework a plus
Familiarity with Confluence and/or Jira a plus

ISO New England oversees the 24/7 operation of the power grid that covers the six-states of New England and administers the region’s $10+ billion “stock exchange” for the buying and selling of wholesale electricity. The power system is constantly evolving as new technologies emerge and energy policies evolve. There is a lot going on at our organization behind the scenes to make sure the grid continuously yields reliable electricity at competitive prices while addressing the unique challenges that come along with our industry.

What We Offer: ISO New England is located in Holyoke, MA. The company provides a base salary plus bonus, competitive Medical and Dental plan, paid vacation, 401k with company match, retirement plan and more. All benefits start on your first day.

Equal Opportunity

We are proud to be an EEO/AA employer. Applicants for employment are considered without regard to race, creed, color, citizenship, religion, sex, sexual orientation, marital status, national origin, age, disability, status as a veteran, Vietnam Era Veteran, or being a member of the Reserves or National Guard.

Drug Free Environment

We maintain a drug-free workplace and perform pre-employment substance abuse testing.

Social Networking Notice
ISO New England reserves the right to review the candidate's postings on any social networking site accessible in the public domain as part of the candidate assessment process.

Career Opportunities at ISO New England

Other details
Pay Type
Salar",usiness Analys
11,"regon Mutual Insurance Company, a regional carrier is the western states, offers a wonderful opportunity to perform, excel and grow in the insurance industry as a business analyst in our McMinnville office!

We are seeking a highly motivated individual to elicit, analyze, specify, and validate the business needs of project stakeholders, be they customers or end users of Oregon Mutual products and systems. This includes interviewing stakeholders and gathering and compiling user requirements to convey to development teams throughout the software lifecycle.

The Business Analyst will also apply proven communication, analytical, and problem-solving skills to help support the development process, and to ensure that project deliverables are met according to specifications.

Minimum qualifications include but are not limited to:
Bachelor’s degree in Programming or related field plus a minimum 5 years’ experience or any equivalent combination of education, training and experience that demonstrates the required skills.
Proven experience with business and technical requirements analysis, elicitation, modeling, verification, and methodology development.
Experience overseeing the design, development, and implementation of software and hardware solutions, systems, or products.
Ability to create systematic and consistent requirements specifications in both technical and user-friendly language.
Ability to apply statistical and other research methods into systems issues and products as required.
Clear understanding of product management, insurance and market placement is desirable, but not required.
Understanding of application development and software development life cycle concepts.
Attention to detail, with the ability to manage multiple priorities while working in a fast-paced environment.
Headquarters is located in McMinnville Oregon, named one of the Best Main Streets in America, by Parade and Sunset magazines. In addition to benefits already offered, we also include a free onsite workout facility and free parking in our McMinnville location!

Equal Opportunity Employer
www.ormutual.co",usiness Analys
12,"OSITION SUMMARY:

The Business Intelligence & Analytics Development Manager is responsible for maturing and scaling a Business Intelligence and Analytics program. This role will interface with all departments to understand organizational needs and coordinate innovative solutions, leading the BI&A team, and instituting development and operational practices. In addition, this individual will support the implementation of new technologies.

ESSENTIAL DUTIES AND RESPONSIBILITIES:
Day to day management of BI&A team, including operational stability, development processes, and Associate learning and growth
Institute standard development methodologies to ensure that the team is using best practices for collaborative coding, modular efficiency, version control, QA and release management
Development of operational production support practices and processes to ensure stability of critical BI business applications
Draw on strong business and statistical knowledge to organize research or development projects, including identification of relevant data points, data extraction and transformation, data model building, and visualizations
Engage with Planning & Analytics department to define and prioritize BI&A requirements and manage overall delivery of critical information to the business
Identify opportunities to expand the breadth of data that is consumed and analyzed within the BI&A platforms
Lead the BI&A team to build the roles, skills, processes and collaboration with other teams necessary to improve solution delivery speed and improve end user satisfaction
Serve as Product Owner for existing BI reporting, drive recommendations for product enhancements or new capabilities
Contribute to data model and reporting solution design sessions
Manage BI&A request backlogs and report on development progress to stakeholders
Develop an advanced understanding of industry trends, metrics, and KPI benchmarks

EDUCATION & EXPERIENCE REQUIREMENTS:
Bachelor’s degree in Information Systems, Computer Science or Data Analytics; Master’s degree or MBA desired
10+ years professional experience with progressive growth in responsibility and scope
Leadership of a BI&A or software development team
BI&A practices and concepts, data modeling, ETL processes, and data warehousing
Advanced understanding of the full reporting delivery life cycle, from requirements definition to report development and testing required
Knowledge of standard software development methodologies including Waterfall and Agile
Advanced proficiency in multiple programming and database languages
ATTRIBUTES:
Leadership: You are leader and exhibit that in your everyday work. You pride yourself on developing future leaders; you have direct experience managing others and have been responsible for supporting their performance and their associates.
Analytical: You use logical reasoning and data to build conclusions, recommendations, and reporting.
Communicator: You possess strong communication skills and enjoy working with customers.
Team Oriented: You are capable of embracing the ideas of others (even if they conflict with your own) for the sake of the company and client.
Self-motivated: You can work with a minimum of supervision and be capable of strategically prioritizing multiple tasks in a proactive manner.
Passionate: You must be passionate about collaboration and ensuring our clients are successful; we love seeing hunger and ambition.
WORK ENVIRONMENT:
Work primarily in a climate controlled environment with minimal safety/health hazard
potential. Sedentary, and frequent near vision use for reading and computer use.
Reasonable accommodations may be made to enable individuals with disabilities to perform essential functions.
This job description does not list all the duties of the job. You may be asked by supervisors or managers to perform other job duties and tasks, some of which may be essential to the position. Management has the right to revise this job description at any time. The job description is not a contract, either express or implied. You are an at-will employee, meaning either you or the Company may terminate your employment at any time, with or without notice",usiness Intelligence & Analytics Development Manage
13,"nalytics - Business Assurance Data Analyst (Cedar Rapids, IA)

Position Summary
GreatAmerica is a national commercial equipment finance company dedicated to helping manufacturers, vendors and dealers be more successful and keep their customers for a lifetime. While GreatAmerica has grown to more than 600 team members, our entrepreneurial spirit remains and endless opportunities lie ahead. We have experienced unparalleled year over year growth since our founding in 1992. GreatAmerica is structured in cross functional teams that allow individuals make informed decisions that benefit the company and our customers. There is no doubt in our minds we are building the greatest company of its kind, offering the finest products and services available anywhere. When you are part of the GreatAmerica team, you are part of the best. You are part of the future, part of an opportunity to grow professionally and to reach your potential while enjoying your work.



Position Summary

As a key member of Internal Audit, this role will explore innovative ways to leverage data as well as design and develop analytics/automation that will improve and optimize Internal Audit initiatives in helping to achieve the objectives of the annual audit plan. This role will also explore efficiencies in current activities by exploring automation, and influence the ways we think about data and use technology in the audit process. This position provides a unique opportunity to leverage data skills and advance one’s audit skills through exposure to the company’s many different functions.

Duties and Responsibilities
Identifying, designing and developing analytics protocols, standards and reporting to support Internal Audit activities.
Using technology tools to automate audit testing and develop techniques for continuous auditing and analyzing large volumes of data.
Planning, performing, drawing conclusions and reporting on internal audits as assigned in accordance with the annual audit plan.
Researching current internal audit and financial best practices/techniques with each engagement.
Following up on audit recommendations to ensure resolution.
Building/maintaining effective professional relationships within Internal Audit and Senior Leadership.
Assisting in preparation of quarterly reports to the Audit Committee and Senior Leadership.
Assisting external auditors with audits they have Internal Audit perform for their annual audit.
Attending training/webinars/seminars to obtain appropriate level of annual Continuing Professional Education hours, with learning to be applied in the workplace.
Providing input on department’s risk assessment and annual plan.
Taking on special projects or assignments as requested.

Position Qualifications
Competencies

For all GreatAmerica team members: Honesty/Integrity, Customer Oriented, Accountability, Tenacious, Communication Skills (Oral & Written), Adaptability

For this position: strong communication skills – both verbal and written, strong quantitative analytical and problem solving skills, detail-oriented, ability to see the big picture/think critically, and ability to get along well with others at all levels of the company/team player.

Education: Bachelor’s degree in a Business-related field (Accounting, Finance, Information Systems) or STEM field (Science, Technology, Engineering, Mathematics) is preferred.

Experience 2 - 3 years of relevant experience, advanced Excel, technical and/or data analytics knowledge a plus. Certification, or a desire to obtain certification preferred. Knowledge of the lease industry a plus.

Skills and Abilities

A mixture of multidisciplinary skills, ranging from data analytics, accounting, internal controls, auditing techniques and communication/presentation is preferred.

Advanced proficiency in Excel (Visual Basic and Pivot Tables), with general knowledge of Microsoft Suite preferred.

Data Visualization experience with tools such as Tableau is a plus.

Data Analytics / Business Intelligence experience is a plus.

Experience acquiring data via SQL routines is a plus.

Other Requirements

Good interpersonal and communication skills (both written & verbal), Ability and willingness to travel which is only occasional. Willing to work more than 40 hour weeks as the demands and the expectation of the department dictat",nalytics - Business Assurance Data Analys
14,"he Requirements
• Bachelors degree in Computer Science, Engineering, Management Information Systems or related area.
• At least two years of relevant work experience
• Experience or training in: RDBMS, SQL, Web-based applications and tools
• Experience with test plan creation, testing procedures and test plan execution is preferred.
• Experience in the Financials, Human Resources or Benefits domain areas is preferred, but not required
• Experience with Agile/Scrum development lifecycle preferred
• Ability to work on ""virtual"" teams with members from different geographic areas
• Ability to multi-task, and be mindful of deadlines.
• Self-motivated and ability to remain focused on assigned projects.
• Committed to quality and continuous improvement

EOE, including disability/vets

This role will be an integral part of a global team that will deliver technical solutions in a quality and efficient manner to clients around the world in partnership with our product development scrum teams.
Note that visa employment-based non-immigrant visa sponsorship and/or assistance is not offered for this specific job opportunity.

The Role

Excellence

• Participates in the development of solutions to solve our clients' Human Resources needs in a team-based environment.
• Creates both technical and functional end user documentation.
• Implements coding practices consistent with defined conventions.
• Develops and executes comprehensive test plans for system implementations.
• Provides valuable insights in development code reviews.
• Performs unit and comprehensive testing for overall quality assurance of functional and technical quality of deliverables.
• Defines and updates system tables as needed.
• Tracks the project status and communicates status to scrum team as appropriate.
• Maintains project issues log to track ongoing items for review and resolution by project team.
• Actively participates in all sprint meetings (Planning, Grooming, Daily Stand-ups, Sprint Review and Retrospectives).
• Alerts scrum team about out-of-scope work in a timely manner.
• Works with scrum team to identify project deliverables and meets established deadlines.
• Assists in developing standardized work processes, tools, and methodologies that improve quality and profitability.

People

• Works closely with scrum team members in a partnership to deliver the best results to the client.
• Participates in developer and/or business analyst meetings and consistently promotes teamwork in all daily activities.
• Mentors/Coaches other development team members.

Clients

• Communicates effectively with product owner and project teams to ensure solutions are complete and clearly communicated to the Health and pension practice.
• Asks questions during grooming sessions that help clarify the definition of done.

Financial

• Works with the team to monitor progress against all sprint deliverables and development daily plans to complete the work.
• Manages personal capacity to the scrum team.
• Monitors estimation process and work delivery to determine opportunities for improvement in planning and grooming meeting",usiness Analys
15,"epartment: RC Business Analytics A

Functional Area: Business Intelligence

Posting Locations: Charlotte

Red Classic is a subsidiary of Coca-Cola Bottling Co. Consolidated. Our objective is to deliver the finest transportation solutions customized for our customers shipping needs.

The Business Analyst II will be primarily focus on complex ad-hoc analytics requests and projects for a specific Red Classic function (Root Cause, Descriptive, Trend Analysis). The role will also be responsible for complex functional report/dashboard development and delivery. The Business Analyst II will also provide training documentation to the organization around tool usage and specific report/dashboard training. Will provide support to other business analyst roles as needed.

RESPONSIBILITIES:
Design, re-design, implement, generate, validate, document, and manage functional business reports/dashboards.
Manage ad-hoc analytics and reporting requests while operating in a high tempo environment with ever changing priorities and tasks.
Develop expert knowledge of in house data sources, and become adept at quickly extracting and using data from these sources.
Train functional team members on use/s of BI tools and reports.
Provide functional support around leveraging BI tools and investments.
WORK EXPERIENCE:
2-3 years’ experience as a BI business analyst AND developer.
1 years’ experience working in a data warehouse environment.
1-2 years working directly with business partners.
Proven track record of building long term, key relationships with business partners and driving BI/reporting solutions from idea to value realization.
Experience working collaboratively and in team environment with other departments
Excellent requirement gathering skills, has the ability to ask the right questions and need for inherent curiosity
Excellent communication skills, both written and oral
Ability to maintain reporting creation and distribution deadlines
Highly proficient in Microsoft Excel, PowerPoint, Tableau, descriptive analysis, Enterprise Data Warehouse, data visualizations
Highly motivated, detail-oriented, ability to multi-task in a fast paced environment, ability to work independently, to meet organizational objectives and deadlines, and to work in a team environment
A proactive learner and self-starter, taking initiative in continuous improvement in all job-related aspects
#CB

Red Classic Transportation is an Equal Opportunity Employer",I Analyst I
16,"he Position

Nasuni is seeking a Senior Analyst, Business Analytics to help drive the growth of our Business Analytics team. Reporting to the Manager of Business Analytics and Strategy, this individual will play a crucial role in the management of Nasuni’s data warehouse and enabling key business stakeholders to make timely and data driven decisions. In addition to a deep technical and analytical skillset, this person will be able to leverage their business facing skills by partnering with their Finance, Strategy and Operations counterparts to obtain a deep understanding of the business and how data can be used to drive the strategic decisions in the company.

Responsibilities
Serve as the primary administrator of Nasuni’s data warehouse, ensuring that data is accurately and efficiently entering the system and enabling the Business Analytics team to report accurately to the business
Build processes and standards to report consistent metrics across the organization while building trust along the way
Partner with companywide system owners to obtain an understanding of the company’s various data sources and making sure that the data warehouse is the single source of truth
Answer pressing business questions by processing requests into visualizations and being able to concisely deliver the main takeaways in both written and verbal forums
Able to understand and explain system architecture while maintaining a data dictionary and documentation
Excellent organizational skills, detail oriented, and able to complete tasks with extremely high accuracy
Ability to prioritize and multi-task in a fast-paced dynamic environment
Qualifications
3-5 years of experience in Business Analytics/Intelligence, Data Analytics or a similar role
Prior experience using Snowflake or similar data warehouse platform
Proficient in SQL
Ability to effectively produce data visualizations in tools such as Tableau, Looker, etc
Expert in thriving in a highly collaborative environment as well as in an independent capacity
Effective data communication skills, possessing the ability to transform large data sets into meaningful dashboards which can be converted into actionable sources of information
Why work at Nasuni?
As part of our commitment to your well-being, we are pleased to offer comprehensive benefits packages to employees across the world. Benefits packages vary by geography, but generally include:
Take-What-You-Need paid time off
Incentive stock options
Comprehensive health, dental, and vision plans
Life and disability insurance
Retirement plan
Generous employee referral bonuses
To all recruitment agencies: Nasuni does not accept agency resumes. Please do not forward resumes to our job boards, Nasuni employees or any other company location. Nasuni is not responsible for any fees related to unsolicited resumes.

Nasuni is an equal opportunity employer. The equal employment opportunity policy at Nasuni protects employees and job applicants from discrimination on the bases of race, religion, color, sex (including pregnancy, gender identity, and sexual orientation), parental status, national origin, age, disability, family medical history or genetic information, political affiliation, military service, or other non-merit based factors. These protections extend to all management practices and decisions, including recruitment and hiring practices, appraisal systems, promotions, and training and career development programs","enior Analyst, Business Analytic"
17,"ob Posting Title

Data Science Manager

Summary

Life at Big Fish Games

Big Fish Games is an innovative developer and world-class publisher of a diverse portfolio of casual game franchises, including Big Fish Casino, Gummy Drop, Fairway Solitaire, Jackpot Magic Slots and Cooking Craze. Founded in 2002, we serve millions of players every day and are dedicated to providing players with the opportunity to play, connect, compete and discover anywhere and on any device. We are dedicated to enhancing life through exceptional play.

Our four core beliefs are what makes working at Big Fish Games unique. We believe in a work environment that:
Creates opportunities for impact
Shares a passion for challenge
Cultivates a spirit of creativity
Thrives through collaboration
We are looking for an amazing Data Science Manager to work on our social casino products at Self Aware Games in Oakland. You'll be responsible for building out a team, partnering with leadership and stakeholders across the studio to develop a business analytics strategy, and drive data-based decision making. The ideal candidate is a leader with a proven track record of developing analytics solutions that drive profit, providing deep insights into customers, and informing the business on strategic direction. This is a player / coach position: you will be mentoring skilled individuals as well as delivering analysis.

Responsibilities

Hire, manage, and mentor a small team of amazing scientists and analysts

Develop a deep understanding of available data to drive analysis and answer questions

Work with Data Science to inform development of predictive models that guide product decisions

Develop analytical frameworks, roadmaps, and metrics for the team and broader organization

Work with cross-functional partners in product, engineering, marketing, finance, and operations to achieve business goals

Effectively write, present and communicate research results with recommendations to leadership across the organization

Perform statistical analysis on experimental or business data to validate and quantify trends or patterns identified by business

Qualifications

Bachelor’s degree or equivalent work experience in Computer Science or related discipline such as Statistics, Mathematics, Economics, etc.
3-5 years related experience as a lead/manager building and managing data science teams within
Experience writing and optimizing SQL queries, and working with large data sets
Data visualization and dash-boarding experience using Tableau, Looker, or similar
5+ years in the analytical space that includes using descriptive and inferential statistics to analyze and present findings, building and implementing models and algorithms in production
Experience with manipulating and analyzing complex, high-volume, high-dimensionality data from varying sources including collecting, assembling data, cleansing, formatting, and validation of results

Bonus Points

Experience in gaming space
Familiarity with a cloud platform. We use GCP

Big Fish Games is an equal opportunity employer. We bring unique talents together to build something special that’s why we welcome and encourage diversity in the workplace regardless of race, gender, religion, age, sexual orientation, gender identity, disability or veteran status.

Why Aristocrat?

World Leader in Gaming Entertainment

Robust benefits package

Global career opportunities

Our core values: All about the player, Talent Unleashed, Collective Brilliance and Good Business, Good Citizen

Our Winning Ways
Unite - Come together as one team, with one vision
Develop - Empower, inspire and grow our people
Deliver - Execute with excellence, be accountable for results
Play - Be creative, celebrate success

The US based roles may require registration with the Nevada Gaming Control Board (NGCB) and/or other gaming jurisdictions in which we operate.

Location

Oakland, CA, US

Job family

Big Fish Games

Contract Type

Regular

Time Type

Full time

Company

Big Fish Game",ata Science Manage
18,"nalytics - Senior Business Analytics Database Engineer (Cedar Rapids, IA)

Position Summary
About GreatAmerica:

GreatAmerica is a national commercial equipment finance company dedicated to helping manufacturers, vendors and dealers be more successful and keep their customers for a lifetime. While GreatAmerica has grown to more than 600 team members, our entrepreneurial spirit remains and endless opportunities lie ahead. We have experienced unparalleled year over year growth since our founding in 1992.

GreatAmerica is structured in cross functional teams that allow individuals to make informed decisions that benefit the company and our customers. There is no doubt in our minds we are building the greatest company of its kind, offering the finest products and services available anywhere. When you are part of the GreatAmerica team, you are part of the future, part of an opportunity to grow professionally and to reach your potential while enjoying your work.

Position Summary

The Senior Business Analytics Database Engineer will facilitate the design, documentation and delivery of a data platform in support of business analytics at GreatAmerica. The ideal candidate will have a passion for driving business value via data by making high quality data readily accessible for data champions throughout the enterprise for analytical purposes. This position will work closely with the information technology team in the development and implementation of data management strategies at the enterprise level that deliver consistent business definitions and data quality.

Essential Functions
Architect, implement and operate stable, scalable and highly performant data pipelines that cleanse, structure and integrate data sets from source systems and third party data structures available in a staging environment into a consumable and accessible format for end user analyses and reporting.
Migrate legacy reporting data structures to new data platform
Consult with information technology resources regarding source system data structures and changes to those structures to ensure consistent business definitions and data quality
Diagnose and resolve database access and performance issues
Support infrastructure related to analytic toolset such as Tableau
Promote the usage of data engineering and data management best practices across the enterprise
Mentor[CB2] and train team members on the appropriate usage of data marts and other data sources used in reporting and analytics.
Evolve processes and architecture by recommending new technologies.Knowledge of cloud technologies is a plus.
Promote a data driven culture throughout GreatAmerica via active participation in a data champion community utilized for knowledge and best practice sharing.

Position Qualifications
Position Qualifications

Competencies:

For all GreatAmerica team members: Honesty/Integrity, Customer Oriented, Accountability, Tenacious, Communication Skills (Oral & Written), Adaptability

For this position: Problem Solving, Systems Analysis, Self-Motivated, Technical Aptitude, Accuracy, Innovative, Detail Oriented

Education: Bachelor’s degree in computer science, information systems or related field

Experience: 4-8 years of database development experience with demonstrated experience planning, designing and delivering a pipeline for analytics. Experience working in an agile development environment a plus.

Skills and Abilities

Computer Skills:
Strong experience with Microsoft SQL and ability to write efficient code
Hands on experience supporting ETL processes. Familiarity with Informatica a plus.
Experience with data visualization tools such as Tableau, QlikView, Power BI etc.


Other Requirements:
Ability to analyze existing tools and databases and provide recommendations
Experience with data warehousing design and implementation
Experience in methodologies and processes for managing databases on premise as well as cloud solutions
Experience ensuring data quality across multiple datasets used for analytical purpose",nalytics - Senior Business Analytics Database Enginee
19,"ndependent Contractor: Business Analyst

About Us:

Market Traders Institute Inc. (MTI) is an industry leader in trading technology and investor education for the past 25 years; based in Orlando, Florida. We help investors make better, faster, and smarter trading decisions by using our proprietary strategies and trading technology. MTI has been recognized as an INC. 5000 (2015 & 2016) fastest growing employee oriented culture companies in America and has received several awards for being a Best Place to Work in Central Florida the last several years.

Position Summary

This is an independent contractor role with the anticipated expectation of three months duration. This position will need to work on-site in Orlando, FL. The Business Analyst will work directly with the cross functional teams to gather requirements for salesforce.com upgrade and data migration. The Business Analyst will provide detailed reports on business performance, conduct operational analysis, and implement process improvements.

Primary responsibilities:
Responsible for detailed gathering of business and technical requirements
Responsible for Quality Assurance of the work as it is marked done by the
Development team
Anticipate and identify problems and engineer appropriate solutions
Must have an acute attention to detail and place the highest importance on the
accuracy of their work
Produce and analyze reports of business performance, based on a variety of metrics
Write business case proposals, including detailed cost/benefit analysis
Create appropriate and impactful presentations based on audience needs
Develop method changes to improve processes, reduce risks, and/or increase customer
satisfaction
Drive initiatives to create value and increase operational efficiency
Identify opportunities for improvement and implement appropriate solutions
Additional duties as assigned
Required Qualifications
Excellent effective communication skills
Minimum 3 years of experience with Salesforce
Minimum 3 years of experience with Microsoft Excel
3+ years of experience in business analytics role
3+ years working in an Agile Environment
Detail-Orientated
Capacity to understand technology
Employment Statement

MTI is an Equal Opportunity Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, gender, national origin, disability status, protected veteran status or any other characteristic protected by law.

Qualified candidates will be asked to submit to a background screening.

Market Traders Institute, Inc. is an Equal Opportunity Employer",usiness Analyst - Independent Contracto
20,"anager of Marketing Analytics & Business Insights
Full-time Salary/Exempt

Summary
Manages Marketing and Customer Analytics for Wantable. Responsible for activating data and developing customer-led analytics and insights around Wantable’s KPI’s to identify the next level of growth opportunities and challenges for Wantable.

Develop and manage consistent approaches to “best practice” reporting and analytics methods and applications across the organization. Define and drive operational and strategic shifts by identifying and leading hypotheses, and exploring those hypotheses through analytics to discover the next level of opportunities and challenges. Proactively seek opportunities to strategically link and leverage external knowledge sources to create more complete/deeper insights or best practices.

This person will be hands-on and will need to deliver strategic insights to the senior & executive leadership of Wantable. There is a large portion of this role dedicated to marketing performance, test/learn analysis and design, customer insights and customer research.

This role will need to collaborate with partners across the company to develop the appropriate infrastructure (people, process, data, technology) to support the reporting and analytics process.

In addition, will be responsible for partnering with IT and external vendors to establish/maintain automated, self-serve reporting environments for business users in Tableau and Google Analytics.

Other activities include designing and managing insights projects, preparing analyses & presentations (including data visualizations), partnering with our Data Science team on analyses, and responding to various insights requests from across the organization (e.g. merchandising, stylists).

Team with team/business leaders to drive impact through strategy-based consumer analytics and insight and foster strong cross-functional relationships and external partnerships.
Engage business partners to determine reporting needs and (hands-on) implement in partnership with Information Technology and Data Management groups.
Lead reporting and analytics across all channels and own the performance of all relevant KPI's (LTV, CAC, channel ROAS targets, retention cohorts, customer churn feedback, etc.)
Lead & support budget Tracking & Performance by Channel with the help of data aggregation tools & API’s
Campaign & Test Measurement Set-Up and Reporting
Tableau Dashboard Expert and Business Insights Lead
Customer Trend Reporting
Marketing Research Support
Partnership with IT on Tracking Implementation/set up for promotions and media performance
Vendor Management as needed
Partnership with IT on Analysis scope & priorities
Develop and manage consistent approaches to ""best practice"" reporting and analytics methods and applications across the organization.
Proactively seek opportunities to strategically link and leverage external knowledge sources to create more complete/deeper insights or best practices.
Collaborate with partners across the company to develop the appropriate infrastructure (people, process, data, technology) to support the reporting and analytics process.
Provide leadership and professional development using data as the foundation

Education
Bachelor's Degree required in a science, technology, engineering, or math field or a business administration, marketing, market research, economics or a related field. Master's degree a bonus but not required.

Experience
Requires a minimum of 7 years of experience with specific emphasis on marketing analytics and consumer, retail and market insights - preferably with consumer brands.
Proven operational analytics experience, including the required components of people, processes, methodologies, data and data governance, and technologies (tools, systems, and architecture). Ability to develop and execute long-term strategies for these components.
Proven business acumen and the ability to translate analytics into strategic implications. Demonstrated ability to conduct, manage and synthesize consumer, retail, and market data and deliver strategic insights supporting overarching business strategies.
Proven ability to determine and translate stakeholder needs into actionable plans.
Ability to work in and bring structure to highly ambiguous environments.
Strong organizational and time management/prioritization skills.
Demonstrated experience in integrating disparate sources of information into a coherent ""story"" that answers specific business hypotheses.
Ability to influence across the organization at multiple levels and build collaborative, productive relationships with internal business partners and external vendors.
Team leader who knows what it takes to have an impact on an organization
A true team spirit who thrives on working as part of an enthusiastic and energetic team, and empowering & inspiring others; demonstrating a collaborative approach to achieving results and encouraging the inputs and ideas of others.
Works in agile environments and knows how to hustle to achieve quick wins while balancing large, impactful projects
Understands the importance of active listening in the role.

Software Skills Required:
SQL, R, Python
Tableau
SAS: Bonus Points
Google Analytics

Applicants must be currently authorized to work in the United States.
Visa Sponsorship: This position is not eligible for visa sponsorshi",anager of Marketing Analytics & Business Insight
21,"awkins Point Partners has an immediate need on its Cambridge, Massachusetts team for a Senior Business Analyst with expertise supporting scientific software implementations (Chromatography and LIMS). This person will provide software updates/enhancements to a mission critical Laboratory Management System. This person will perform as trusted advisor between business (drug scientific research team) and software vendor partners. This Lab Management System combines synergistic data, workflow, and sample management capabilities. Experience supporting the entire drug product lifecycle from discovery through manufacturing. Must have FDA validated technology systems experience and GxP experience. Strong project coordination and facilitation skills are a must. Ideal candidate will have experience supporting technology system environments. The ideal candidate will write technical and business specifications, perform UAT and document chromatography software to ensure efficient development across GC and HPLC instruments. Excellent customer service skills required to support outside vendors along with detailed documentation to support chromatographic data processing and interpretation.

Core Skills:
Eight years of Information technology experience supporting Chromatography and LIMS.
Strong software testing (UAT) and documentation.
Experience supporting business sponsors and providing detailed documentation of business (functional and technical) specifications in a GxP environment.
Experience supporting validation software results, writing SOPs to document process.
Strong attention to detail and documentation tracking skills. Ability to provide status reports for upper management regarding status of project.
Team building and strong customer service skills along with vendor management skills.
Bachelor of science or related advanced educational degree.
Powered by JazzH",enior Business Analys
22,"areer Opportunities

Job Title:
Director Production Development - Corporate

Qualifications:
• Bachelor’s degree in architecture, engineering, or related discipline, plus minimum five years experience, including AutoCAD drafting
Preferred Education and Experience

• Professional Engineer licensure

• LEED certification and understanding of sustainable design

• 10 or more years of progressive project responsibility on large complex projects

Key Success Factors

• Excellent written and oral communication skills along with presentation techniques

• Strict adherence to deadlines

• Extensive experience in/exposure to consultant management

• Strong interpersonal skills including the ability to effectively motivate and influence others.

• Proven skills for developing teamwork and collaboration.

• Ability to explain and interpret municipal and building codes, and related regulatory requirements.

• Ability and willingness to travel

• Proficiency with MS Office, including: Excel, Word, and Power Point

• Proven ability to map processes

• Proficiency with AutoCAD and Revit

• Experience with product library creation

Competency Model

1. · Strong leadership skills.

2. · Strong creativity and problem solving skills

3. · Excellent communication skills.

4. · Business acumen, strong analytical and strategic mind.

5. · Effective negotiator

Description:
Consultant Management:
a. Develop and execute standardized scopes of work for all architectural and engineering consultants engaged by the company

b. Work with divisional operational leaders to drive consistently executed, best-in-class construction details that support evidence based building science

c. Take leadership role in improving the knowledge and understanding of construction details to division operations personnel

d. Align architectural and engineering resources with corporate business plan execution

e. Work with company leadership to support and execute the company’s sustainable building practices, including energy consultant management and sustainable program certifications, such as Energy Star, Indoor Air Plus, LEED, etc..

f. Develop and maintain product library

Product Design:
a. Originate new products in concert with divisional leadership, Consumer Insights team, customer needs and business model

b. Select ideal design concepts and fundamental technology used for new products or improvement for existing ones

c. Develops and implements methods and procedures for monitoring projects such as research findings, progress reports, and staff communication, in order to inform management of current status of each project

d. Works with Consumer Insights team to provide feedback on aspects of research and development proposals such as objective or purpose of project, applications that can be utilized from findings, costs of project, and equipment and human resource requirements

e. Collaborate with international product development team to evaluate and execute global lifestyle design initiatives

Salary Range:
DOE

Contact:
julieann.whittaker@woodsidehomes.co",irector Production Developmen
