,job_information,job_title
1429,NONE,NONE
1430,NONE,NONE
1431,"Are you someone who has an interest in using technology to improve and automate business processes?

Do you have strong communication, organizational and analytical skills?

If so, we're looking for someone like you to join our team at APL!

We are seeking a tech-savvy Records Information Technology Specialist who can bring energy and enthusiasm for enhancing the management of APL's information assets.

As a member of our team, you will serve as a key resource responsible for implementing practical solutions, tools, and technologies to facilitate the organizational transformation to automated business processes.

In this role, you will support the Enterprise Records and Information section by providing your expertise for planning, managing, and executing projects involving the storage of digital materials in our electronic records management system. You will also support the Central Archives by curating and preserving digital records and making them accessible for current and future researchers.

As a Records Information Technology Specialist, you will….

Evolve the architecture, structure, and content in the lab's electronic records management system, business processes, and facilitate automation of information management requirements.

Explore technologies to design and create reports, dashboards, and visualizations to leverage analytics and provide insights into records stored in various repositories; keep informed on emerging technologies and their applications to records and information management practices.

Manage, maintain and curate digital records in long-term preservation environments; and assist in the development and implementation of best practices, procedures, workflows, and tools for the repository.

Collaborate closely with business partners in departments and sectors to understand records and information management-related requirements and provide outreach, and training on processes and tools.

Perform other duties as assigned.

You will meet our minimum qualification for the job if you…

Have a Bachelor's degree in business, data analytics, information science, or related field.

Have 3-5 years of experience utilizing SharePoint 2013 or newer; and familiarity with SharePoint development and Information Management tools or related experience.

Share enthusiasm and aptitude for learning new technologies and skills; and ability to drive innovative solutions and improve business processes to meet evolving needs.

Can demonstrate the capacity to work effectively and professionally with business partners and cross-functional technical teams; with strong written and verbal communication skills.

Are a highly motivated self-starter with excellent organizational skills and a proven ability to perform tasks accurately, completely and timely.

Are skillful in setting objectives and working independently with a demonstrated ability to handle a variety of routine to more complex problems with minimal assistance.

Are able to obtain and maintain a Secret level security clearance. If selected, you will be subject to a government security clearance investigation and must meet the requirements for access to classified information. Eligibility requirements include U.S. citizenship.

You will go above and beyond our minimum requirements if you…

Can demonstrate knowledge of records and information management, digital curation, and/or archival practices and standards.

Have a Master's degree in business, data analytics, information science, or related field.

Have experience using business intelligence and data analytics tools (Power BI,Tableau, etc.) to build responsive user interfaces and dashboards for data visualization and reporting.

Why work at APL?

The Johns Hopkins University Applied Physics Laboratory (APL) brings world-class expertise to our nation's most critical defense, security, space and science challenges. With a wide selection of challenging, impactful work and a robust education assistance programs, APL promotes a culture of life-long learning. Our employees enjoy generous benefits and healthy work/life balance. APL's campus is located in the Baltimore-Washington metro area. Learn more about our career opportunities atwww.jhuapl.edu/careers.

APL is an Equal Opportunity/Affirmative Action employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, gender identity, sexual orientation, national origin, disability status, veteran status, or any other characteristic protected by applicable law.",Records Information Technology Specialist
1432,NONE,NONE
1433,NONE,NONE
1434,"Location: Atlanta, GA

Type: Part Time

This is a part time role (lasting 6 months) and offers 25-30 hour work weeks with the potential of being hired as a full-time employment based on performance.
Min. Experience: Entry Level

Response Mine Interactive (RMI) is looking for a solution-oriented and driven individual, who has a passion for data and numbers to join our Analytics Team. At RMI, the Analytics Teams strive to be an industry leader that empowers businesses and healthcare providers to evolve in a digital world, while getting people to a better state of health and well-being by harnessing the power of data and analytics to drive business performance and success. We also make it a priority to teach our Associates the significance of integrating analytics with direct response marketing efforts to strategically make data driven decisions that acquire customers and patients more efficiently.

The Junior Analytics Associate role gives you exposure into the world of Digital Marketing and helps build a strong foundation in Web Analytics. Joining the Analytics Team will provide you the opportunity to work with multi-million-dollar budgets and work alongside many Fortune 1000 companies across a variety of verticals such as health & wellness, retail, and home services. This position offers Associates the proper training for those who seek careers in interactive media.

Job Description:
Gains understanding in digital media as it relates to SEO, PPC, Social Media, eCommerce & Display
Executes performance marketing analysis to enable Media Teams to optimize media
Exposure to Data Manipulation, Aggregation, Automation and Visualization
Conducts A/B Testing, Digital Strategy, Tracking, and Reporting
Collaborates with Media, Call Center, Creative, and Account Teams to provide meaningful insights
Assists with data integrity, maintenance, and daily/weekly reporting
Engages in Qualitative and Quantitative Analysis

Job Qualifications:
1+ year of experience in digital media & web analytics preferred
Advanced proficiency in Microsoft Excel
Knowledge in data manipulation and with a solid analytical foundation
Great communicator with strong collaboration skills in a cross-functional environment
Organized, driven, and energetic team player who takes pride and initiative in their work
Articulate and enthusiastic about story telling with data
A familiarity with data languages (ex. R, Python, SQL etc.)
Bachelor's Degree in Finance, Digital Marketing, Economics, Business Administration, or related

Tools Used:
Google AdWords, Google Analytics, Google Tag Manager, Tableau, Call Tracking Platforms (Mongoose, DialogTech, Call Rail), Kenshoo

What we offer:
RMI takes career growth seriously. That's why we encourage our employees to take advantage of company-sponsored business trainings, lunch & learn sessions, team-building outings, offsite continuing education opportunities as well as becoming active in the Atlanta business and marketing community
RMI stocks craft coffees from Revelator, Batdorf & Bronson and Counter Culture Coffee Roasters
Free parking in Lenox Towers parking garage
Keep your billiards game on point at the office pool table
Table tennis
Video games
Free Snacks
RMI Services Sports Lounge
Company sponsored intramural sports like softball & bowling
Company-sponsored fun outings like Braves games, tubing, happy hours and more

The above declarations are not intended to be an “all-inclusive” list of duties and responsibilities of the job described, nor are they intended to be such a listing of the skills and abilities required to do thejob. Rather, they are intended only to describe the general nature of the job and be a reasonablerepresentation of its activities.

Any valid, official communication from our recruiters and hiring managers will come via a responsemine.com or an applytojob.com email address. If you receive an email from an account other than an email address with the extension@responsemine.com or @applytojob.com, please contact us directly at 404-233-0370 and speak with Amy Rich as you may be a victim of a phishing scam.

Mg10EBEmsx",Analytics Associate - Part time / Entry Level
1435,NONE,NONE
1436,"Spring Footwear Corp. has been in business since 1991 and we have enjoyed tremendous growth. We deliver quality, value and comfort with every pair we ship to our more than 3,000 retail partners nationwide.

As a Business Analyst at Spring Footwear you will be responsible for preparation, distribution and development of various reports to support the sales, purchasing, operations and distribution of our brands. The primary mission of the Business Analyst is to work with the management team to improve the performance, level of quality and service that Spring Footwear provides, while finding ways to grow the business and reduce costs.

RESPONSIBILITIES:
eCommerce and Operations Support: testing, implementations and improvements.
Dropship Support
B2C Amazon Support: working with Amazon backend processes and Amazon Seller Central, product adds to storefront, etc.

Knowledge, Skills and Qualifications:
Minimum 2 years of experience providing end user support for web applications
3+ years preferred in a business analytics, or data reporting role
2+ years’ experience with eCommerce platforms, Shopify preferred
1-2 years’ experience with Amazon Seller Central, preferred.
2+ years’ experience with eCommerce including: Familiar with tools and concepts of e-commerce and multi-channel supply chain management, data modeling, reporting and analytics.
Demonstrated advanced skills in Excel (v-lookup, pivot table, report development), Word, Outlook; Access is a plus.
Solid mathematical aptitude and effective project management skills.
Ability to communicate in a professional manner with end users and co-workers.
Must be able to collaborate with developers, application support groups and end-users to create and manage complex workflow rules, data validation, and triggers.
Organized, accountable with good time management.
Ability to analyze and document complex business processes.
Ability to think analytically and be a problem solver.
Ability to gather and interpret relevant data and information.
Self-starter; able to work independently or with a team.

We offer:
Competitive wages and benefits
Company paid holidays and vacation
Profit sharing program
Advancement opportunities
We encourage qualified candidates to apply and join our growing team!

Location: Pompano Beach, FL - Not available remotely.",BUSINESS ANALYST
1437,NONE,NONE
1438,NONE,NONE
1439,NONE,NONE
1440,NONE,NONE
1441,"About ICRW:
For nearly 40 years, ICRW has been the premier applied research institute focused on gender inequities and power imbalances. With offices in Washington, D.C., New Delhi, India, Kampala, Uganda and Nairobi, Kenya, ICRW provides evidence-based research to inform policies and programs that advance gender equity, inclusion and shared prosperity. Corporations, foundations, governments and civil society organizations partner with ICRW to discover through rigorous research how to dismantle barriers for women, girls and marginalized communities as they achieve their full potential. ICRW's focus areas include women's economic empowerment, youth development, child marriage, HIV/AIDS, sexual and reproductive health and rights, gender-based and intimate partner violence, mental health and men & masculinities.

At ICRW, we believe that gender inequity lies at the root of every major problem the world faces. And so gender must inform every solution. Driven by our vision of equity for all, our researchers dig into the ways gender shapes societies and the ways people's lives are diminished by power imbalances. When we find proof, we take it out into the light and transform it into answers. Answers that power our advocacy. Answers that inform our consulting. Answers that animate our program design.

Overview:
ICRW's Business Development (BD) team is looking for a meticulously detail- and results-oriented Business Development Specialist to drive solutions in a complex and changing operating environment. You will manage proposals from inception to completion and support internal business development processes, efforts and activities. Your strong organizational, writing and communication capabilities will enable you to demonstrate the breadth and depth of ICRW's work to current or potential clients and partners, at externally facing events and in proposals and marketing collateral.

You will generate and maintain the data we need to develop effective institutional strategies and keep our research pipeline healthy. As an ICRW Business Development Specialist, you will apply your CRM (Salesforce) knowledge to inform BD decision making across our global institution. We are looking for someone who is motivated by challenges and who loves to implement solutions while working hard, having fun and being part of meaningful social change

Education:
Bachelor's degree in international development or related field. Master's degree preferred.

Experience:
Minimum five (5) years' relevant work experience, preferably in the international development arena. Master's degree can substitute up to three (3) years' experience.

Skills:
Thoroughness and accuracy are your default settings when accomplishing tasks; let's face it, you're a stickler for the detailsActive problem solver, eager to take initiative, able to work effectively under time pressure to meet deadlines and collaborate well with a dynamic teamPrior experience and understanding of grant and contract proposals, including US Government funding mechanisms, requiredExperience with editing, and excellent command of the English language, required with the ability to write persuasively for a variety of audiencesProficiency in data analytics and visualization using a CRM system (preferably Salesforce) and Excel strongly preferredAbility to interact with all levels of staff across offices in Washington, DC, Delhi, Kampala and Nairobi. We are looking for a person with a strong customer service orientation, who is committed to open and honest communication and skilled in collaborative problem-solvingDemonstrated understanding of proposal budget developmentDemonstrated organizational, communication and interpersonal skills required
Principal Responsibilities and Tasks:
Serve as proposal team BD lead for new opportunities from inception to completion across all ICRW offices. This includes facilitating and supporting decision-making conversations; managing proposal development process; facilitating coordination between technical staff, senior management, finance and other staff/departments; supporting proposal writing; conducting proposal production/packaging/submissionProvide quality assurance oversight to BD's internal tracking systems (Salesforce and Excel); create standards and processes for ensuring data integrity; manages system configurations to generate reports, dashboards, tables and custom fields;Develop detailed analyses and data visualization tools on various aspects of business development as needed, including for monthly portfolio meetings, ICRW's Executive Team and Board of Directors;Collaborate and coordinate with BD staff across all ICRW offices;Collaborate with the External Relations team and portfolios on strategic and business planning processes, includes SWOT analysis, conducting donor research and sector landscaping;Conduct quality assurance review of proposals to ensure responsiveness to and compliance with donor requirements (technical application and cost application evaluation criteria), including foundations, corporations, US Government agencies, foreign governments and multilateral organizations;Identify and track new opportunities, donors, partners; monitor and share information from outside news sources;Draft teaming agreements/MOUs; institutional narratives tailored to specific proposals; develops capability statements and new-business-related material to demonstrate the breadth and depth of ICRW's work for current or potential clients and partners;Represent ICRW in meetings with donors and partners as needed;Perform other job-related duties as assigned.
Interested candidates are expected to submit a cover letter, resume and writing sample.

Due to the large volume of responses we receive, ICRW is not able to provide candidacy status on an individual basis. Only candidates selected for an interview will be contacted.

ICRW is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, age, religion, sex, sexual orientation, gender identity/expression, national origin, disability, protected veteran status, or any other characteristic protected under federal, state or local law, where applicable. ICRW is an E-Verify Employer.",Business Development/Analytics Specialist
1442,NONE,NONE
1443,"About NJOY

NJOY is one of the largest independent vaping companies in the U.S. and a leader in the revolution against combustible cigarettes. With a clear mission to Make Smoking History, NJOY offers a range of electronic nicotine products for adult smokers and vapers looking for an alternative.

The brand was founded in 2006 and has continued to serve as a pioneer and thought leader in the vaping category. NJOY holds a contract with the National Institute of Drug Abuse (NIDA) to supply a standard research electronic cigarette for use in independent, government-funded clinical studies – a project with enormous potential in the United States and across the world.

Job Scope
The work includes (1) deep and thorough research, (2) data compilation, analysis and synthesis, (3) advanced modeling/forecasting, (4) project management skills enabling management of various parties, (5) familiarity with financial statements, and (6) understanding and proficiency with a spectrum of business concepts/dynamics that impact company-wide goals and corporate strategy.

Overview
The Finance and Analytics team is responsible for developing operational KPIs and providing business intelligence that drive continuous improvement in NJOY's retail and wholesale business. Goals, initiatives and health measurements are all defined using data-based results so decisions can take into account all data that exists. Our core data models are constantly advancing as our team iterates with speed and the company grows.

In this position, you will lead the development and execution of detailed analysis supporting strategic and tactical initiatives across our retail footprint. You will develop foundational category and brand knowledge in order to provide analysis rooted in consumer data. You will produce the intelligence relied upon by the retail team on high priority initiatives, ongoing account management, and business development activities.

Key Responsibilities

Structure bench-marking and performance analysesCreate and develop new analytical tools and capabilities to better accomplish strategic goalsBuilding up our comprehensive data warehouse across internal and category performanceWork closely with the sales team to generate, develop, and monitor strategiesWork closely with Finance Team to define KPIs and perform ad-hoc analyses, and coordinate qualitative assessments to generate opportunities to improve performanceDevelop and execute projects to improve operational performanceParticipate in the evaluation and prioritization of business development opportunities
About You

Top tier undergraduate with 2-4 years of work experienceCommand of advanced analytics tools and packages, statistical methods and frameworks (i.e., R), skills with Microsoft Office Suite (Excel, Word, PowerPoint), Tableau, SQL a plus (not required)Smart, high EQ, hard-working and flexible to excel in a dynamic environmentStrong analytic and problem-solving acumen – reflected in successful project completion and track record of getting others to change thinking and behaviorHighly motivated, self-starter, organized, independent, detail oriented, metrics-drivenStrong project management skillsUnderstanding of P&L, business drivers, and interactionsRelationship skills – develop productive working relationships with key customer contacts in a positive wayFast learner – ability to quickly learn new skills, integrate various approaches
Why Work for NJOY?

You'll be working in a high energy, fast paced environment with a best-in-class team, collaboratively driving toward our mission to Make Smoking History.An office located in the heart of SOHO in New York CityCompetitive compensation package with stock options and target bonusesGenerous monthly fitness reimbursementCasual dress-code and summer FridaysFrequent company-provided lunchesCompany-sponsored happy hours and outingsCommuter benefits for transitCompetitive medical, dental and vision benefits401k with robust employer-matchFully stocked kitchen with snacks
EEOC Statement:
NJOY is an equal opportunity employer and complies with all applicable equal employment opportunity legislation in each jurisdiction in which it operates. NJOY is committed to providing equal employment opportunities to all employees and applicants for employment without regard to race, color, religion, sex (including pregnancy), national origin, age, disability, marital status, sexual orientation, genetic information, uniform service member or veteran status, or any other characteristic protected by federal, state or local law. Further, NJOY complies with all applicable national, state and local laws governing nondiscrimination in employment as well as work authorization and employment eligibility verification requirements of the Immigration and Nationality Act and IRCA. NJOY is an e-verify employer.

#LI-JR1",Retail Analytics Associate
1444,"Fraud BI Analyst / Quality Assurance

At SumUp, we are driven to empower small businesses across the globe by de-hassling their lives and helping them succeed. Our vision as a global FinTech company is to build the first-ever global card acceptance brand. We are well on our way as small businesses in over 31 countries around the world rely on SumUp to get paid. To help us get there, we are putting together an awesome team that is committed to one another and to our merchants. You could be our missing link! Help us bring card acceptance to the masses!

Your impact at SumUp

Joining our US team will be exciting for you, if you enjoy to help merchants focus on what they do best. The Fraud Business Analyst / Quality Assurance position will work closely with SumUp's US and global Risk and Anti-Fraud Team to develop functional requirements for enhanced fraud prevention controls, improve transaction monitoring rules and assist the US team with big data analytics. You will also be responsible for Quality Assurance of the existing anti-fraud tools and conduct ongoing quality assurance of the team's performance.

Your role and responsibilities

You will challenge and improve the Risk and Anti-Fraud team's KPIs and metrics structure to track the team's performance and anti-fraud measuresYou will conduct big data analysis that will drive business rule refinement of our tools and processes to diminish fraud lossesYou will assess, analyze, articulate and document business requirements for new anti-fraud solutions in the areas of device fingerprinting, machine learning, behavioral analytics etc.You will collaborate closely with the global anti-fraud team to drive implementation and integration of new anti-fraud solutionsYou will design documentation and process flows of complex anti-fraud functions that will assist management in collaborating with SumUp's banking and regulatory partnersYou will comprise complex data into concise, simple and digestible language to drive fast and effective business decision makingYou'll provide insights in a consumer friendly way and establish a data culture in the risk and anti-fraud team that is about self-service analytics, measuring what matters and acting upon facts
Additionally:
You will develop the risk and anti-fraud QA program by developing clear, specific and testable scripts and accountability criteriaYou will build solid domain knowledge and deep understanding of current anti-fraud program. You will also provide actionable feedback to the risk and anti-fraud analysts to improve the teams fraud detection skills and minimize fraud losses as well as fraud false positive ratesYou demonstrate interpersonal and leadership skills required to interact with team members, core team and internal/external customers.You are independent, proactive, anticipate your team's needs, are curious and adaptable to fast paced and constantly changing environments.You are reliable, responsible and can structure your work on your own
Does this describe you?

3+ years of work experience in BI or product. Experience in the payments industry, B2B or self-service web area is a plus2+ years of Quality Assurance/Automation testing experienceExcellent knowledge of SQL and data visualization (Tableau Desktop) toolsPrevious ETL experience via tools or python scripts is a plusDemonstrated understanding of QA processes, practice and systemsExcellent verbal and written communication skillsPrevious work with A/B testing and event tracking platforms is a plus.Working knowledge of JIRA
Why work for SumUp?

Be part of a welcoming community of more than 1,600 people from over 52 nationalities. We get together regularly for brunches, cocktail nights, and office partiesPrime office location on Pearl Street (Downtown Boulder)Health, dental, vision and life insuranceFSA & 401K Retirement PlansImmediate PTO available upon hireStartup environment and small, cross-functional teams
Apply now!

We're looking forward to meeting our next teammate! You can also choose whether to include a CV, your LinkedIn profile, a link to your github, tech blog, or portfolio – whatever you think will give us your complete picture.

You do not need to match every listed expectation to apply for this position. Here at SumUp, we believe that diverse perspectives foster innovation, and we are committed to building a team that encompasses a variety of backgrounds, experiences, and skills.

SumUp is an Equal Employment Opportunity employer that proudly pursues and hires a diverse workforce. SumUp does not make hiring or employment decisions on the basis of race, color, religion or religious belief, ethnic or national origin, nationality, sex, gender, gender identity, sexual orientation, disability, age or any other basis protected by applicable laws or prohibited by Company policy. SumUp also strives for a healthy and safe workplace and strictly prohibits harassment of any kind.",Fraud Business Intelligence Analyst / Quality Assurance
1445,NONE,NONE
1446,"Peraton’s Defense & Homeland Security Sector is seeking a C5ISR Solutions Architect who will work with emerging AI and Machine Learning, cloud computing, and software containerization technologies for ISR data processing and distribution systems. The C5ISR Solutions Architect will serve as the touch point for solutioning, pilots/prototypes, IRAD development, and design services as a member of our software development/systems integration teams supporting our DoD and DHS clients. The C5ISR Solutions Architect will lead a team through a structured, end-to-end software development lifecycle, including architecture, design, development, and testing.

If this sounds like you, we look forward to having you join Peraton, an industry leader providing innovative solutions for space, critical Intelligence Community missions, and offensive and defensive cyber operations.

What you’ll do…

Serve as the technical/development lead for Peraton’s C5ISR Campaign and associated technology pursuits.
Support business process design and technical system related to relevant applications
Perform impact and system analysis based on business and technical requirements
Lead a sub-team of designers and specification writers in support of implementation
Support the development of test architectures and technology validation strategies
Develop and nurtures consensus and working relationships with technical teams and integration on projects and programs
Lead or participate in technical Centers of Interests (CoI) on a regular basis
Collaborate with other technical teams in the exchange and transfer of technical knowledge and in the development and evolution of architecture standards, guidelines, reference architecture, and the systems Technology Roadmap
Participate when needed as a technical expert in pre-sales qualification
Work closely with Project Managers and Program Managers in the design, development, and implementation of the technical content defined in the Statement of Work
Create project status reports and accurately tracks/manages project issues and risks
Serve as principal investigator on internal research and development projects

You’d be a great fit if…

You have a BS or MS in Computer Science or Computer Engineering
You have a minimum of 10 years experience working and leading software intensive teams
You have experience working with DoD C4ISR/C5ISR architectures and systems
You have proven technical leadership skills
You have experience in enterprise architecture, application development, end-to-end systems analysis and be comfortable advising C-level executives as well as working with hands-on engineers
You have experience with designing, deploying and operationalizing application architectures, ISR ground stations, cyber system security, data analytics, artificial intelligence/machine learning and multi-cloud solutions
You have technical mastery of cutting edge software development tools and architectures
You have familiarity with object-oriented design and development practices, software release processes, and quality assurance
You are service-oriented and understand the importance of managing customer relationships
You have the ability to identify new business growth opportunities and expand business growth through existing efforts
You possess the ability to work independently and with minimal supervision
You have excellent oral and written communications skills
You have an active Secret clearance required with the ability to obtain a Top Secret with SCI access

It’d be even better if you…

Have experience with US Army C5ISR systems, DCGS-Army, and tactical ISR support to targeting
Have experience developing software systems in support of Tasking, Collection, Processing, Exploitation, and Dissemination (TCPED) functions
Have experience with the Integrated Sensor Architecture (ISA), Cloud-Native Computing Foundation (CNCF), DoD DevSecOps standards, and JICD 4.2
Have experience building secure solutions following all applicable NIST and DoD security standards, knowledge of applying security controls, and support to the Assessment and Authorization process
Have experience with any of the following technologies and architectures:
SOA, Cloud, Containerization (Docker, Kubernetes, etc), algorithm integration, AI/Machine Learning, web services, web services orchestration, PKI, SSL, information security, databases, XML, XSLT, JSON, data modeling, metadata tagging

What you’ll get…

An immediately-vested 401(K) with employer matching
Rapid PTO accrual schedule with floating holidays
Comprehensive medical, dental, and vision coverage
Tuition assistance, financing, and refinancing
Paid maternity and paternity leave
Company-paid infertility treatments
Cross-training and professional development opportunities
The ability to influence major initiatives

SECURITY CLEARANCE
This position requires the candidate to have a Secret security clearance with the ability to obtain and maintain a Top Secret with SCI access. In order to obtain a clearance you need to be a US Citizen and show proof of citizenship.

We are an Equal Opportunity/Affirmative Action Employer. We consider applicants without regard to race, color, religion, age, national origin, ancestry, ethnicity, gender, gender identity, gender expression, sexual orientation, marital status, veteran status, disability, genetic information, citizenship status, or membership in any other group protected by federal, state, or local law.",C5ISR Solutions Architect
1447,NONE,NONE
1448,"PushPros is a fast-growing technology and services company catering to small- to medium-sized businesses around the globe. We're growing at a 20-30%+ rate monthly, and are looking for key team members to assist in continuing to drive this growth and cutting-edge technology. We're a fun, fast-paced, data-driven team, relentlessly focused on serving our clients’ needs, all while giving back to our community in the process. We have a world-class team of developers, ninja marketers, content creators and data junkies.Position OverviewDrive user acquisition and monetization through understanding and interpreting trends in the marketBuild and optimize campaigns weeklyMonitor and scale multiple accounts and verticals, prioritizing by revenue opportunityAnalyze data against the defined campaign success metricsInterpret web analytics, demographic data, market research, and buyer behaviorsConduct competitive research to stay informed on fluctuations and changesImplement regular testing cycles for new content, creatives, audiences, and bid strategiesCandidate Overview Enthusiastic and ambitious: looking to grow and make an impactAdaptable: learning in a fast-paced environment and adjusting to changing prioritiesCreative: generating new, out-of-the box ideasCommunicative: establishing, developing, and maintaining business relationshipsAnalytical: optimizing campaigns, giving actionable recommendations based on data-driven analysisResourceful: solving unstructured problems with little to no supervision in a fast-paced environmentTeam player: contributing to the business along with team members and managersProactive: self-motivated to complete projectsPreferred ExperienceGoogle Analytics, Facebook, RevContent, Taboola, or other media buying platformsProficient in Excel and/or TableauBachelor’s degree or equivalent experienceAbility to interpret business analyticsWhy PushPros?Professional growth opportunities include attending conferences and accessing digital trainingsThe work hard/play hard culture includes afternoon Nerf gun battles!Casual dress codeWork with an industry-leading company that continues to experience tremendous growthUnlimited coffee and snacks are provided, as well as Friday team lunchesLeaders value each employee, and are committed to the team’s growth and successPart of the company culture is investing in the less fortunate, both locally and internationallyMore about PushProsOur team is relentlessly committed to finding new & innovative ways to grow our highly-engaged audience and connect these users with the top-tier advertisers who can’t reach them anywhere else. We're constantly testing and retesting with our marketing and engaged audiences to ensure we provide the highest value content to our millions of users.We own and manage websites for our clients, and work with other marketing agencies to make sure our end users are receiving valuable, engaging content on their mobile and desktop devices. We use a top-notch technology platform with push notifications to deliver this content to our end users.Job Type: Full-timeSalary: $35,000.00 to $55,000.00 /yearExperience:business analysis: 3 years (Preferred)Work Location:One locationBenefits:Health insuranceBenefits offered:Paid time offHealth insuranceDental insuranceRetirement benefits or accountsGym memberships or discountsFlexible schedulesWorkplace perks such as food/coffee and flexible work schedulesSchedule:Monday to Friday",Business Analyst
1449,NONE,NONE
1450,"Amber Pharmacy was founded locally (in Omaha, Nebraska) and is a rapidly growing business serving patients across the United States. We are expanding to open 10 new locations in the next twelve months. We believe our employees are among the best in specialty pharmacy, and we are proud they have chosen Amber Pharmacy for their careers. We continue to expand our services and find ourselves in the enviable position of developing our company, including a more substantial presence in the Infusion Service Area. We need more talented people to join our team. We continue to promote employees to new, challenging, and rewarding positions. Our employees often take a job but find a career.

As a specialty pharmacy we help patients manage complex, chronic conditions by assigning a health care team – an insurance enrollment specialist, pharmacist, patient care coordinator, and billing coordinator – to develop an individualized plan for the patient's clinical care, insurance, and financial administrative assistance. This comprehensive approach allows patients to obtain all their medications and services from one source, resulting in greater adherence to the prescribed therapy, improved health, and faster recovery.

We are seeking an Infusion Procurement Specialist for being responsible for inventory processes, control, and accuracy. Additionally, this position will assist with procurement contract negotiations for services and products. This position will assist in ensuring compliance for all purchasing activities within the scope of Group Purchasing Organizations (GPO), manufacturers, and supply wholesalers.

Coordinate and participate in contract negotiations with vendors to ensure the best price and service.Collaborate in the GPO selection process by providing cost analysis and identify additional opportunities within the GPO.Work with GPO and/or manufacturer to identify best tier levels to maximize cost savings within contract and failure to supply reimbursement when applicable.Review contracts to identify opportunities to source lower-priced medications on the approved formulary.Track rebate programs offered through GPO/manufacturer contracts and ensure the program is meeting the requirements to obtain.Identify manufacturer programs that provide co-pay assistance and drug replacement to assist patients in need.Maintain vendor relationships and open lines of communication regarding concerns with pricing or customer service.Coordinate semi-annual inventory counts for all pharmacies and completes an inventory reconciliation for medications, supplies, and infusion pumps.Monitor shortage lists to proactively order medications and/or supplies with minimal disruption to our patients.Create action plans and provide alternative options for medications that are experiencing a critical shortage.Perform cost and reimbursement analysis to determine products that would maximize margins.Provide data analytics for payer contracts to ensure we are obtaining reimbursement that will maximize margin for medications and per diem rates.Collaborate with the billing department to ensure medications and services are billed correctly.Maintain drug files and inventory in the workflow management system and create updates as needed.Adheres to all company policies, as indicated in the handbook and directives issued by management.Operates within proscribed rules, policies, and company guidelines and regulations.
Required Experience:
Working knowledge of the healthcare industry, specifically 2-3 years Home Infusion purchasing experienceHIPAA trained and /or the ability to work with and protect extremely confidential patient and employee informationOne to three years’ experience in contract negotiations and procurement preferred
Education:
BS in related field preferred

Physical requirements:
In an 8 hour day the employee may be asked to lift/carry 20lbs.

In an 8 hour day the employee may stand/walk approximately 1 hour.

In an 8 hour day the employee sits approximately 7 hours.

Regular Attendance

Ability to travel up to 4 days a month.",Infusion Procurement Specialist
