,job_information,job_title
635,NONE,NONE
636,"*****************
About the Mission
*****************

Integral health is a patient centric company with the simple, yet ambitious mission of delivering medicines that matter to patients. Integral does not only develop drugs but has a deep understanding of wellness and is pioneering targeted data-driven care approaches.

**************
About the Role
**************

The (Senior) Director Real World Data Analytics will lead, manage, and train a team of data scientists to translate clinical questions of interest to the language of causal inference, developing and deploying methodology to answer such questions using observational data. This role will actively participate in new method development, while also collaborating directly with our therapeutic and clinical development teams.

***********************
You'll do…
***********************

Lead a team of computational scientists and partner with our clinical teams to answer critical business questions by formulating causal, counter-factual clinical hypotheses that are tested using real world data, including electronic healthcare records, claims, registries, longitudinal data from relevant digital health devices and other sources of observational data.Identify candidate causal interventions that affect patient health and outcomes.Support the development of real world data and analytics capabilities and utilization, and lead in applying cutting-edge advanced analytics methodologies and tools to integrate knowledge of known biological and/or chemical properties of drugs, diseases, biomarkers, genetics, etc. with observational patient data to generate novel clinical hypotheses of patient-specific drug efficacy and safety.Conduct and oversee execution of RWD-based queries and studies; effectively communicate the findings and study results to internal stakeholders as well as potential industry and patient partnersIdentify, develop and address opportunities around novel sources or applications of data, and define how the business creates additional value through utilization of real world data and analytics, and drive cultural change towards data and analytics centricity
*****************
You Bring…
*****************

PhD in biostatistics, epidemiology, public health, health economics, pharmaceutical sciences, life sciences, or related discipline, with 8-10+ years of experience in development and application of statistical methods for causal reasoning and inference using RWD/RWEUnderstanding of the 21st Century Cures Act and the opportunities for use of RWE to inform regulatory decision makersDemonstrated track record of leading and execution of research projects using real world data from claims, electronic health records, registries, biomarkers, biobanks, or digital applications, including publicationsExperience and facility with integration, analysis and interpretation of diverse clinical/phenotypic, omics and RW data setsDemonstrated ability and enthusiasm for working and leading in uncharted technical territory
**************
About Integral
**************

Integral Health, Inc. is a privately held, computational company with a proprietary clinical development and patient engagement platform. Integral Health was founded by Flagship Pioneering, an innovation enterprise that conceives, creates, resources, and grows first-in-category life sciences companies. Flagship Pioneering has created over 40 groundbreaking companies over the past fifteen years, all of which are pioneering novel and proprietary biological, industrial, and engineering approaches to solve major needs in human health and sustainability. These companies include Seres Therapeutics (NASDAQ: MCRB), Moderna (MRNA), Syros Pharmaceuticals (SYRS), Rubius Therapeutics (RUBY), Axcella Health, Evelo Biosciences (EVLO), and Indigo Agriculture.",Director Real World Data Analytics (PRIN)
637,"Direct end client requirement for data analyst. Must have strong experience in SQL, Python, Redshift, Tableau, excel based predictive modeling. In person interview requiredBuild Excel-based models with internal and external data to inform scenario planning for clinical trials.Manage effective communication with study teams, both written and verbal.Use judgment and discretion to solve a variety of analytics problems of moderate scope and complexity.Collect and validate data from internal and external sources in support of Clinical Development Liaisons and clinical operations study teams.Support analytic and technical innovation through framework and model development.Perform ad-hoc analyses as needed using internal and external data sets.Leverage off-the-shelf solutions to develop customized data visualizations.Support business initiatives with analytics and data driven insights with guidance on analysis as needed.Participate in data source investigation, application development and user acceptance testing.Develop expertise in concepts, methods and supporting technology relevant to analytics.Build excel-based models with internal and external data to inform scenario planning for clinical trials.Develop and deliver business relevant reports/analyses for use by different business groups. Expertise in Tableau and QlikView.Collect and validate data from internal and external sources in support of management, developmental sciences and clinical operations study teams.Support analytic and technical innovation through framework and model development.Manage effective communication with various stakeholders, both written and verbal.Perform ad-hoc analyses, as needed, using internal and external data sets.Develop customized data visualizations. Support business initiatives with analytics and data driven insights as needed.Participate in data source investigation, application development and user acceptance testing.Develop / refine expertise in concepts, methods and supporting technology relevant to analytics.Skills:Strong experience using data-driven methods to analyze and solve business situations and problems Knowledge of the pharmaceutical/biotech clinical development process is highly preferredHighly effective verbal & written communication skills Process minded, able to generate refined output from a general conceptResponsible, able to multi-task and re-prioritize work on short notice Ambitious, resourceful, works with minimal instruction and oversightProficiency in MS Excel and MS PowerPoint Strong organizational skills and attention to detailStrong focus on customer support and relationship managementHighly effective team player with strong interpersonal skills QlikView, Tableau and/or Spotfire experience preferredExperience in predictive modelingJob Type: ContractSalary: $60.00 to $90.00 /hourExperience:Relevant experience: 8 years (Required)Work Location:One locationBenefits:NoneSchedule:Monday to Friday","Data Analyst (SQL, QlikView, Tableau, Python, Pandas, Redshift)"
638,"Master's degree or higher in a quantitative/technical field (e.g. Computer Science, Economics, Mathematics, Statistics, Engineering) with 2+ years experience or Bachelors degree in a quantitative/technical field with 5+ years experience.2+ years experience with various machine learning/statistical modeling data analysis tools and techniques, and parameters that affect their performance.Ability to apply statistical techniques (i.e. hypothesis testing, A/B testing, linear regression).2+ years of experience in projects involving cross-functional teams.Expert-level proficiency in writing complex, highly-optimized SQL queries across large datasets.Comfort with big data tools so that you can extract the data you need from our different sources.Ability to build tools and automation to clean, transform, and merge your own data in a procedural language like Python or R.Ability to manage competing priorities simultaneously and drive projects to completion.
Have you ever ordered a product on Amazon and when that box with the smile arrives you wonder how it got to you so fast? Wondered where it came from and how much it would have cost Amazon? If so, Amazon’s Supply Chain Optimization Technologies (SCOT) team is for you.

We build systems to peer into the future and estimate the distribution of tens of millions of products every week to Amazon’s warehouses in the most cost-effective way. When customers place orders, our systems use real time, large scale optimization techniques to optimally choose where to ship from and how to consolidate multiple orders so that customers get their shipments on time or faster with the lowest possible transportation costs. This team is focused on saving hundreds of millions of dollars using cutting edge science, machine learning, and scalable distributed software on the Cloud that automates and optimizes inventory and shipments to customers under the uncertainty of demand, pricing and supply.

Watch this video to learn more about our organization, SCOT: http://bit.ly/amazon-scot

In S&OP we use cutting-edge machine learning and scalable distributed software in the Cloud to predict flows of products between our warehouses world-wide and distribute tens of millions of products every week in the most cost-effective way. We drive towards end to end automation solution requiring the use of machine learning in a wide variety of ways to forecasting, data anomaly detection, measuring the impact of our forecasts and bringing back this impact back to complete a closed loop process. You’ll have a WW impact in working with teams around the world in solving the unique challenges in each country that Amazon operates in.

The Data Scientist, in partnership with the Product Management, Operations, and Tech teams will lead efforts in three areas:

1) Building models to forecast inbound and outbound unit volumes through the world
2) Identifying opportunities for forecast optimization by working with teams downstream to measure the results of or forecasts
3) Evolve our anomaly detection efforts to ensure our automation efforts produce high quality results and issues are caught before the impact FC operations.

Amazon is an Equal Opportunity-Affirmative Action Employer – Minority / Female / Disability / Veteran / Gender Identity / Sexual Orientation / Age

Experience with AWS ML applications.Experience working on anomaly and forecasting problems.2+ years of experience as a Data/Research Scientist, Statistician orAbility to develop experimental and analytic plans for data modeling processes, use of strong baselines, ability to accurately determine cause and effect relations.Ability to present proposals and results in a clear manner backed by data and coupled with actionable conclusions.",Data Scientist
639,"About Go

We're building the world’s first Social Life platform; it’s called Go. Use it to plan some binge-watching of a Netflix series with a buddy, have a potluck with your close friends, plan a great night out with a date, see a concert, make it on time for the best happy hour you never knew about with old friends, or find and enroll in a nearby yoga (or boxing, or rock climbing…) class that fits perfectly in your schedule. If you’re feeling adventurous, check out a list of the best stuff happening in your city that you love or are visiting, or explore new activities that you’ve always wanted to experience but don’t know where to start (and don’t have time and motivation to research it all on the internet).

All of that ‘stuff’, well, it’s what makes our worlds go-round; because that’s what life is about. Friends. Family. Community. Love. Adventure. So, instead of staring down at a smartphone at all hours of the day opining on things that your community has already done. Go creates a world where every post on your feed is something you can actually go and do. A platform that helps you plan and coordinate and get out there. Off the screen and into the fray of real life. That’s Go.

We’re not gonna lie: Go is early-stage. But we’re funded, led by an incredible, passionate, and prestigious team, and have a product that very well may make the world a better place. We’re not Uber for cats, or some weird new drink or delivery service. We’re attempting to solve the monumental problem of social rift. We believe that a path back from a post-fact, post-community world is one that starts with a cup of coffee with an old friend. Or a bike ride. Any time you’re off you’re social media feeds and hanging out with others. A technology company devoted to making life better through empowering people to build and enrich real-life relationships with friends, family, and community.

Go is founded on the belief that a healthy social life is fundamentally made up of two things: spending time with people and doing the things that you want to do. It’s that simple: People should do what they love and be free to live the best life possible. Social technology should help us in real life by promoting human agency and self-actualization, and must stand against exploitation and the monetisation of its users and their personal data. Our world and environment has untapped and unknown richness, beauty and potential. Happiness is contagious whether found through extraordinary events or shared simple and mundane experiences. Tech can help happiness grow and make life better - in the real world.

The Data Analyst will be expected to perform the following functions:

Data Analyst Job Duties
Data analyst responsibilities include conducting full lifecycle analysis to include requirements, activities and design. Data analysts will develop analysis and reporting capabilities. They will also monitor performance and quality control plans to identify improvements.

Responsibilities
Develop, implement, and maintain both flat and relational databases for ongoing internal engineering and research projects.
Create and maintain ‘data dictionary’ for use by both engineering and research units.
Create and run statistical scripts that assess data structure/functional form, data cleanliness, labeling, and repeat capture from data source.
Perform data manipulation tasks such as: data cleaning, labeling, and analysis.
Create ‘game plan’ for data consumption, which will include basic web-based capture, API calls, and potentially NLP-based keyword search and data transformation.
Create, maintain, and present ongoing audits of data sources.
Create weekly data capture, cleaning, labeling, and aggregation progress.
Create analytic tools to understand and intra/inter dataset correlations, then document correlations accordingly.
Work with management to prioritize research and engineering needs.
Locate and define new process improvement opportunities.
Requirements
Proven working experience as a data analyst, researcher, statistician, data architect, or data engineer
Technical expertise regarding data models, database design development, data mining and segmentation techniques
Strong knowledge of and experience with databases (SQL etc)
Advanced statistical package skills (R/Rstudio, STATA)
Knowledge of statistics and experience using statistical packages for analyzing datasets (Excel, STATA, R, etc)
Strong analytical skills with the ability to collect, organize, analyze, and disseminate significant amounts of information with attention to detail and accuracy
Adept at queries, report writing and presenting findings
Strong background in Mathematics, Economics, Computer Science, Information Management or Statistics
Strong understanding of database architecture (flat, relational, and tree/node)
Understanding of open and closed data sources, legal and ethical data scraping considerations, and data source reporting
Willingness to learn and incorporate social science correlation patterns into research objectives (social psychology, organizational theory, etc.)
Experience working alone and with a team
Strong verbal and written communication skills
Previous SaaS experience a plus",Data Analyst
640,NONE,NONE
641,"Travel Required: None
Public Trust: Other
Requisition Type: Regular

GDIT DOJ/OJP team is looking for a dynamic and experienced Reporting and Data Analytics lead to guide and build our client's Data Analytics Center of Excellence. Our client is engaging in a significant overhaul of its legacy IT environment and approach. You will play a pivotal role in the planning and execution of this modernization effort. While working closely with senior Federal staff, the enterprise reporting team and using your deep understanding of traditional and NextGen Analytics, you will reshape OJP’s approach to data sharing and enterprise reporting.

You will be expected to lead a team of engineers to

Design and define data system architectures for integration of multiple platforms, and applications across the enterprise
Determine systems specifications, input/output processes, and working parameters for software compatibility
Work closely with the enterprise data architect and development teams to implement a NextGen approach to enterprise reporting and data analytics.
Coordinate design of subsystems and integration of total system. Identifies, analyzes, and resolves program support deficiencies
Develop and document the framework for integration and implementation for changes to technical standards.
Develop and recommend corrective actions and provide technical guidance for database administrators and software developers.

Required Qualifications

Excellent written and oral communication skills to both technical and non-technical audiences
Demonstrated technical depth and experience in the field of enterprise reporting and data analytics
Significant experience across diverse technology stack including both Online Transaction Processing (OLTP) and Online Analytical Processing (OLAP) database systems
Familiarity with NoSQL and non-traditional data management approaches
Experience with multiple database engines including Oracle, MSSQL and SQLServer
Experience using Relational, Dimensional and other approaches related to NoSQL databases
Experience with Socrata
Experience with Data Lakes in AWS
Experience with ETL tools (AWS Glue, S3, Python, EMR, Spark, SQL , MySql)
Demonstrated experience leading multi-function technical teams
Familiarity with Kanban and other Agile development approaches
Bachelor’s degree in Computer Science or related field
12+ years of experience
5+ years leading teams in an Agile environment

Desired Qualifications

Familiarity with big data concepts and approaches. examples include, the Hadoop ecosystem and related technical stack (i.e. HDFS, Hive, Spark)
Familiarity with cloud-based tooling, for example AWS RedShift, AWS EMR, Azure Data Lake Analytics etc.
Familiarity with data visualization platforms

Contract Requirements

This contract requires US citizenship
Must be able to obtain a DOJ/OJP Public Trust clearance
We are GDIT. The people supporting some of the most complex government, defense, and intelligence projects across the country. We deliver. Bringing the expertise needed to understand and advance critical missions. We transform. Shifting the ways clients invest in, integrate, and innovate technology solutions. We ensure today is safe and tomorrow is smarter. We are there. On the ground, beside our clients, in the lab, and everywhere in between. Offering the technology transformations, strategy, and mission services needed to get the job done.

GDIT is an Equal Opportunity/Affirmative Action employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, or veteran status, or any other protected class.",Reporting and Data Analytics Lead (012.057)
642,"Data Analyst (No Corp to Corp applications)Only looking for candidates who can work on W2 (OPT - EAD, Green Card, US Citizen, H4-EAD, H1B Transfers). Summary: Required Skills: Data Analysis, SQL, Python, AWSResponsible for the design, development, and administration of transactional and analytical data constructs/structures. Included within those responsibilities are the areas of data access and delivery technologies. Includes expertise in data quality, data organization, metadata, and data profiling. May provide technical support on data warehouse teams. Data set sizes are usually huge (in excess of hundreds of millions of records). Demonstrated ability to move from one sequential assignment to the next (work environment and priorities can change quickly depending on business needs). Demonstrated ability to move data between production systems and across multiple platforms.Skill Sets: 5+ years’ experience with Financial Services clients.Experience with major querying tools desired.Coordinating others’ work while involved with multiple workstreams.No OTJ except for data and systems training.5+ years’ experience with MVS, JCL, Unix, SAS, SQL, Python.Preferred skillsets: EC2, S3, Snowflake, Databricks.Nice to have skill sets – Teradata, Oracle, VB, Brio, Hyperion, Birst, Tableau.Ability to communicate strategies and processes around data modeling and architecture to cross-functional groups and senior levels.Ability to influence multiple levels on highly technical issues and challenges.Job Types: Full-time, ContractExperience:AWS: 2 years (Required)SQL: 4 years (Required)Python: 2 years (Required)Work authorization:United States (Required)Contract Renewal:LikelyWork Location:One locationSchedule:Other",Data Analyst (No C2C)
643,"Alegeus is the market leader in consumer directed healthcare solutions, offering the industry’s most comprehensive platform for the administration of healthcare benefit accounts, the industry’s most widely-used benefit debit card, and powerful engagement solutions to help consumers maximize savings and optimize spending for their healthcare. Over 300 clients – including health insurance plans, third party administrators and financial institutions – leverage Alegeus’ deep expertise and proven technology to administer benefit accounts for more than 29 million members and process more than $8.9 billion in consumer healthcare payments annually. As the healthcare and benefit markets continue to evolve, Alegeus delivers solutions that enable clients to evolve their service offerings, operate their businesses more efficiently, and focus on their customers.

The Data Specialist will be responsible for executing established data and file processes according to the schedule of each process. Other responsibilities include reconciliation and error reporting of assigned processes, management of work in a CRM queue and general assistance to senior members of the Data Solutions team related to setup, testing and execution as needed.

MAJOR RESPONSIBILITIES:
Execute scheduled and adhoc SQL, SSIS and EDI processes
Perform test and live system setup
Execute predefined SQL queries
Import data in multipe format into Excel
Basic data analysis and reporting in Excel
Assist with prioritization and monitoring of team work queues
Capture file results and failures and report to appropriate parties
Assist with resolution of data related system issues

EDUCATION/EXPERIENCE:
Basic knowledge of flat files included fixed length and delimited
Basic understanding SQL or relational database structures
Ability to quickly learn new systems and tools
Experience with FTP, SFTP and PGP processes and tools such as Filezilla
Bachelor's degree in Business, technology, related discipline or equivalent experience
Ability to work effectively with both business & technology employees
Excellent communication and interpersonal skills
Self-motivated, independent, intellectually curious, with the ability learn by doing
Ability to multi-task in a fast paced and dynamic operations environment
Problem-solving skills – identify problem areas and provide solutions with strong attention to detail",Data Specialist
644,"Minimum Requirements: **Department of Defense Secret Clearance required**Proficient in Microsoft Programs, especially ExcelCollege Degree (Masters preferred), however years of experience may off-set Masters to a Bachelors3-5 years work experience preferred1 year Federal Human Resources or Data Analyst experience preferredFormer Military or Civil Service welcomeJob Description: Serve as as a Data analysis in a Navy activity on data analysis and special projects involving data manipulation and analysis. Conduct employee engagement throughout the year; serve as employee point of contact for resolution of issues; and provide advice to employees as needed for individual contribution plan and self-assessments. Create and modify employee records, electronic appraisal information, and perform analysis regarding compensation by employee class, trending, and employee contribution. Keeping data current at all times. There is some requirement to occassionally provide workforce training.MUST HAVE CURRENT SECRET DOD CLEARANCEJob Type: Full-timeSalary: $65,000.00 to $75,000.00 /yearExperience:data analyst: 1 year (Preferred)work: 1 year (Preferred)Education:Bachelor's (Required)Location:Washington, DC 20376 (Required)License:Security Clearance (Preferred)Work Location:One locationBenefits:Health insuranceDental insuranceVision insuranceRetirement planSchedule:Monday to Friday",Human Resources Data Analyst
645,NONE,NONE
646,"Lead Data Analytics Consultant/Alteryx, Tableau

We are a successful business consulting firm working with middle market clients looking to expand our data analytics line of business to help our clients. We are looking for an experienced Data Analytics professional to help lead a new line of business. This professional must have experience with designing and implementing data analytics solutions for companies that have disparate systems. The idea is use greater automation to help reduce reporting and analytical review of strategic data. The ideal candidate will have a certification in Alteryx and Tableau and understands various types of ERP databases varying in size and complexity. You will be working with internal teams at all levels and leading/guiding junior members to execute various analytic plan and strategizing with senior members on practical solutions.

Required Skill-sets:
Working alongside senior consultants designing practical analytics solutions through AlteryxWorking with large data sets and converting to a user-friendly reportImplementing business process solutions including developing user-friendly dashboardsLeading junior analyst in developing and executing data analytic solutionsUse good communication skills, including timely status updatesAchieving deadlines and focusing on resultsCommunicating and working with all levels (internally and externally) of organizationAccustom to working in a fluid environmentEnjoys mentoring and training othersTeam player that leads by exampleComfortable working seamlessly across a multitude of client culturesAble to effectively communicate complex issues and solutionsComfortable managing multiple engagements with tight, sometimes overlapping deadlines
Qualifications:
Must have expertise in Alteryx and used this program successfully; certification is preferredCertification in Alteryx, heavy experience with Tableau and SQL; as well as Microsoft Office suite: Outlook, Excel, Word, PowerPoint, Oracle and SAPBachelor's degree or higher with 10-12 years of relevant experienceMaster's Degree is preferredConsulting firm experience preferredExperience in working in industryUnderstanding of IT environments and database architectureSQL experience a must and understanding of large ERP systemsPrefer an understanding and have worked with finance groupsRemote work is a possibility but must be able to travel to Florida regularly; relocate locally is preferred
About the Company:
Atlantix Partners LLC is an established business consultancy delivering integrated advisory services to middle market companies. We assist companies in achieving their business objectives by assisting with transforming processes, managing change, and mitigating risk. We love business and we thrive on solving problems and exceeding expectations of our clients. Our firm's success is based on a team of seasoned professionals who leverage their experience to collaboratively service our clients. Since 2000, our firm has been a trusted partner to hundreds of companies across multiple industry sectors including their domestic and international subsidiaries, boards of directors, investors and lenders.

Our business is growing at a rapid rate. The ideal candidate will share Atlantix's passion for client service and providing quality results. You must be hands-on and excited about working with integrated teams of accounting, finance, process and IT professionals to find solutions for our clients. We are looking for an independent thinker with high energy, and drive.

This job offers a competitive Base Salary, Annual Bonus, flexibility & excellent full benefits package including Health, Dental, Vision, Life, Disability, 401(k) and more. Salary and bonus commensurate with experience.

ALL INQUIRIES ARE KEPT CONFIDENTIAL. Equal Opportunity Employer.",Lead Data Analytics Consultant
647,"Capgemini Government Solutions (CGGS) LLC is seeking highly motivated Data Analyst to join our team in Washington, DC to support our government clients.The successful applicant will have the opportunity to apply and grow their skillset, work with a motivated and entrepreneurial team, engage with a wide range of stakeholders, and build CGGS’ capabilities to serve our clients.As a Data Analyst, you will: Conduct Intake calls for all client phone lines and Operator call analyses functions as directed by the SOP and call center leadershipConducts analyses of detention complaints submitted through various government agencies.Facilitation of Return Request (FoRR), and other Intake mailboxes or online channels as directed by the clientConducts research using client databases on specific complaints, the individuals submitting those complaints, or other relevant information related to individual queries or systemic issuesLogs all information into a web-based case management systemWorks cases and develops summaries of casesEnter agency related information into the Tableau business intelligence and analytics database.Provide statistical analysis, and ad hoc reporting as required using the Tableau analytics database.Provide technical writing and editing supportDevelop analytics to identify trend lines across multiple data sourcesExamine and evaluate existing business practices and systems, and make recommendations in order to create greater efficiencies and streamline operations, while maintaining or increasing compliance rates.Provide compliance rate data and data analytics for programmatic work that have an associated agency Directive which requires a measurement of compliance or service.Understand and use predictive analysis and tools to forecast, employ business analytics (including an enhanced ability to quantify and qualify data) and conduct operational research to identify and recommend optimal or near-optimal solutions to complex challenges.Benefits realization, and earned value management analysis.Experience designing process maps and workflow detailsAdditional programmatic duties as assignedBasic QualificationsU.S. Citizenship is required.Eligible to obtain and maintain Government Security Clearance.Bachelor’s Degree and three years of related experience; or Masters Degree with two years of related experience.Experience in responding to requests for information, conducting searches in government databases, and developing concise summaries with decision points under tight deadlinesExcellent reading comprehension, writing and communication skillsAbility to conduct in-depth policy research, quantify the information and produce qualitative and quantitative reports.The ability to read and comprehend documents in English and Spanish is preferredMust have advanced skills in Microsoft Excel, Word, PowerPoint, and OutlookCompany OverviewA global leader in consulting, technology services and digital transformation, Capgemini is at the forefront of innovation to address the entire breadth of client’s opportunities in the evolving world of cloud and digital platforms. Building on its strong 50-year heritage and deep industry-specific expertise, Capgemini enables organizations to realize their business ambitions through an array of services from strategy to operations. Capgemini is driven by the conviction that the business value of technology comes from and through people. It is a multicultural company of 200,000 team members in over 40 countries. The Group reported 2017 global revenues of EUR 12.8 billion. Capgemini Government Solutions, LLC (Capgemini GS) is a subsidiary of Capgemini focused on providing high quality services to the U.S. Federal Government. Learn more about us at www.capgemini-gs.com.Capgemini has an entrepreneurial environment that embodies the following values: Honesty, Boldness, Trust, Freedom, Team Spirit, Modesty, and Fun. We offer a competitive benefits package to our employees.Capgemini is an Equal Opportunity Employer encouraging diversity in the workplace. All qualified applicants will receive consideration for employment without regard to race, national origin, gender identity/expression, age, religion, disability, sexual orientation, genetics, veteran status, marital status or any other characteristic protected by law.Job Type: Full-timeWork Location:One locationBenefits:Health insuranceDental insuranceVision insuranceRetirement planPaid time offThis Job Is Ideal for Someone Who Is:Dependable -- more reliable than spontaneousDetail-oriented -- would rather focus on the details of work than the bigger pictureThis Company Describes Its Culture as:Detail-oriented -- quality and precision-focusedTeam-oriented -- cooperative and collaborativeSchedule:Monday to Friday",Data Analytics Consultant
648,NONE,NONE
649,NONE,NONE
650,"CASE MANAGER, UNDERWRITING SUPPORT CONTRACTORPOSITION DESCRIPTION: KBM Consulting, LLC is looking for candidates with knowledge of life insurance underwriting. This is a contract remote position that will provide administrative support to facilitate the medical stages of the initial underwriting process, including the approval and issuance of insurance policies. They will act as the primary contact for carriers, medical facilities, and our clientele.**RESPONSIBILITIES: Act as the primary liaison with clients and the insurance companies during the underwriting process.Schedule medical examinations.Order attending physician’s statements and inspection reports.Gather financial information from the client’s accountant or advisor to validate the amount of insurance.Review applications for accuracy/missing information and identify any medical concerns upon review of their medical records.Follow up with carriers on a consistent basis for underwriting status.Negotiate with carriers, as needed, to obtain best possible underwriting.Update client on a consistent basis regarding the status of underwriting.Review policies for accuracy and prepare policy delivery requirements.Update pending case status report weekly.Develop professional relationships with partner carriers and vendors.Develop knowledge of carrier products.EDUCATION AND EXPERIENCE: College degree or a minimum of two years experience in life insurance underwriting and new business.Licensed in Life, Health, and Disability Insurance.Experience working with M Financial Firms preferred.Experience working with SmartOffice and eCase Pro Software Systems.SKILLS: Excellent interpersonal skills.Ability and willingness to support team in accomplishing team goals.Self-starter with outstanding attention to details.Ability to work simultaneously with multiple computer systems.Strong verbal and written communication skills.Ability to work autonomously and perform well under pressure.Strong attention to detail with ability to organize, prioritize, and manage multiple tasks within set deadlines.Knowledge of underwriting concepts and life, disability, and long term care insurance products.Knowledge of medical terminology and risk factors.Ability to deal with sensitive and confidential data.Strong negotiation and decision-making skills.Proficiency with Microsoft Office including Word, Excel, Outlook.JOB CONDITIONS AND REQUIREMENTS: Remote contracting position with flexible hours.Contractor will provide their own equipment, including any telephone, printers, or computers.Extensive work with various insurance forms and medical records.Job Type: ContractExperience:underwriting support: 2 years (Required)Work authorization:United States (Required)Work Location:Fully Remote","Case Manager, Underwriting Support Contractor"
651,"Data and technologies have drastically transformed the investment process of public securities from heavily human-powered to efficiently automated, eventually spawning a new trillion-dollar industry: high-frequency trading. Our team holds a strong belief that a similar revolution will happen in venture capital investment as well. Our early results suggest that this approach can irrevocably transform the VC industry.Our team is creating innovative software solutions for Goodwater and our portfolio companies.We are looking for passionate, hard-working, and talented senior backend engineers to break the ground and build our new data-driven investment products for next-generation venture capital investment.In this position, you willDesign a responsive, elastic, and resilient software architecture that can power large volume data processing pipelines and complex data analysis. Build proof of concept using modern technologies and convert them into a solid implementation plan.Take on our most challenging work and be a good role model for the rest of the team on best practices and productivity.Drive the innovations and serve as a good knowledge resource for the rest of the team on technical challenges and speak cogently on trade-offs on system designs.Work in an agile environment to deliver high-quality software with excellent test discipline.Do these qualities describe you?Curiosity: You notice patterns and phenomena and ask “why?”. You're hungry to learn the broader context and consequences of your work.Quantitative and qualitative thinking: You seek out the best available data and explore it to answer “why?”. Your analyses and insights are guided and vetted by your qualitative understanding of consumer behavior and market trends.Humble and collaborative: You have come to realize that the more knowledge you gain, the less you actually know, and that pushes you to continually seek knowledge from others. You are also eager to share your knowledge and insights with others.Entrepreneurial: You're comfortable with moving fast and adapting to fluid roadmaps and priorities. You aren't afraid of failure and look for creative solutions to overcome challenges.If this sounds like you, here are some qualifications we're looking for:Required5+ years of related professional experienceStrong experience designing, implementing and testing a modern, distributed computing architecture on reactive streaming and event sourcingSolid experience building large number microservices and ETL data pipelinesStrong systems thinking with a focus on high reliability and scalabilityGood disciplines on test-driven developmentStrong experience with database schema design and query optimizationPreferredExperience with Kafka, Jersey, Akka, and gRPCExperience with data pipeline tools, such as Apache Beam, Flink, or SparkExperience with various data storage platforms, i.e. relational databases, BigQuery, Cassandra, and ElasticSearch.Be comfortable working in a startup or incubator environment where moving fast and developing iteratively is standard.About Goodwater CapitalGoodwater Capital's mission is to empower exceptional entrepreneurs who are changing the world. We are 100% focused on early-stage consumer tech, an area that we define simply as apps and services adopted directly by consumers. Goodwater is founded on the belief that we are experiencing an explosion of new consumer-driven opportunities in communications, community, and commerce. We are excited to see great entrepreneurs pioneering powerful new platforms to serve consumers across a broad range of industries including local services, marketplaces, health care, education, financial services, and wearables… just to name a few. Goodwater is focused on Series A and Series B consumer tech investments and our chief investment criteria is simple — a product or service that early customers LOVE. Goodwater was founded in 2014 and manages over $700M across three venture capital funds. We are actively investing and building a growing portfolio of exciting consumer audience, commerce, and service companies.Job Type: Full-timeSalary: $150,000.00 to $200,000.00 /yearExperience:Java: 5 years (Preferred)Work Location:One locationBenefits:Health insuranceDental insuranceVision insuranceRetirement planPaid time offFlexible scheduleParental leaveThis Company Describes Its Culture as:Innovative -- innovative and risk-takingOutcome-oriented -- results-focused with strong performance cultureTeam-oriented -- cooperative and collaborative",Senior Java Backend Engineer
652,NONE,NONE
